Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_10.txt,7.91077,413,342
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_1.txt,10.5807,395,321
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_2.txt,10.6161,389,321
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_3.txt,13.0203,392,319
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_4.txt,10.5525,392,331
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_5.txt,10.5964,397,331
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_6.txt,13.2558,391,333
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_7.txt,10.5416,384,335
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_8.txt,10.479,390,320
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_9.txt,10.4602,379,328
adapted_instanceLarge386_m=4_n=100_l=30_c=10_s=1_10.txt,8.08962,391,342
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_1.txt,7.97264,409,358
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_2.txt,10.6294,409,365
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_3.txt,10.4532,423,350
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_4.txt,7.77165,409,350
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_5.txt,7.92244,408,360
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_6.txt,7.858,422,352
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_7.txt,15.7185,419,354
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_8.txt,10.5458,408,358
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_9.txt,10.5435,410,356
adapted_instanceLarge388_m=4_n=100_l=30_c=10_s=0_10.txt,10.5329,422,354
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_1.txt,7.92235,420,361
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_2.txt,7.86113,420,349
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_3.txt,10.614,416,355
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_4.txt,10.4957,420,347
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_5.txt,7.93281,413,356
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_6.txt,7.86232,411,349
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_7.txt,13.1471,422,348
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_8.txt,5.2716,421,360
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_9.txt,7.89692,417,349
adapted_instanceLarge390_m=4_n=100_l=30_c=10_s=2_10.txt,10.4866,416,358
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_1.txt,12.3019,897,831
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_2.txt,12.3453,920,821
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_3.txt,15.3147,921,823
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_4.txt,9.35422,917,831
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_5.txt,12.59,906,830
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_6.txt,18.7585,916,823
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_7.txt,12.5084,906,818
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_8.txt,12.3151,902,820
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_9.txt,15.574,910,834
adapted_instanceLarge392_m=4_n=100_l=30_c=20_s=1_10.txt,12.3778,924,832
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_1.txt,9.51525,867,775
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_2.txt,15.375,837,740
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_3.txt,12.1672,859,756
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_4.txt,18.4589,842,744
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_5.txt,12.611,845,758
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_6.txt,12.3178,856,749
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_7.txt,12.4282,855,765
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_8.txt,12.642,849,747
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_9.txt,15.8993,857,774
adapted_instanceLarge394_m=4_n=100_l=30_c=20_s=0_10.txt,12.8112,838,755
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_1.txt,15.5658,830,722
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_2.txt,9.15523,828,747
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_3.txt,15.4358,819,733
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_4.txt,15.8427,831,736
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_5.txt,12.4726,832,737
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_6.txt,15.239,832,725
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_7.txt,15.6818,833,738
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_8.txt,12.5332,838,735
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_9.txt,12.3558,826,731
adapted_instanceLarge396_m=4_n=100_l=30_c=20_s=2_10.txt,15.6728,821,731
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_1.txt,15.5213,850,755
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_2.txt,12.7185,856,773
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_3.txt,15.6435,872,758
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_4.txt,15.5761,860,768
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_5.txt,18.7219,861,769
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_6.txt,12.4735,847,762
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_7.txt,15.3379,872,757
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_8.txt,12.4623,852,764
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_9.txt,12.435,856,765
adapted_instanceLarge398_m=4_n=100_l=30_c=20_s=1_10.txt,12.6218,843,771
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_1.txt,12.3095,805,727
