Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_9.txt,5.18559,274,240
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_10.txt,3.36444,274,246
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_1.txt,4.78189,254,229
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_2.txt,4.03299,251,227
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_3.txt,4.88209,258,228
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_4.txt,5.59556,252,223
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_5.txt,3.10961,261,228
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_6.txt,3.22643,257,229
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_7.txt,5.30363,255,223
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_8.txt,3.27307,253,229
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_9.txt,5.14802,255,224
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_10.txt,3.98863,251,223
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_1.txt,5.86262,638,572
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_2.txt,10.3836,630,563
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_3.txt,10.4824,627,563
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_4.txt,8.55302,639,575
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_5.txt,7.67426,643,568
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_6.txt,13.6749,642,565
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_7.txt,6.17475,640,570
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_8.txt,10.197,639,563
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_9.txt,10.1373,630,575
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_10.txt,7.13125,629,566
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_1.txt,3.92122,304,267
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_2.txt,3.32271,303,271
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_3.txt,6.26084,305,267
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_4.txt,4.27369,307,270
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_5.txt,3.97045,300,269
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_6.txt,4.28435,314,274
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_7.txt,4.46287,310,270
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_8.txt,4.38434,307,267
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_9.txt,3.64958,308,269
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_10.txt,4.16437,304,272
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_1.txt,4.56787,300,266
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_2.txt,4.02714,292,261
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_3.txt,4.15691,297,266
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_4.txt,4.66694,298,263
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_5.txt,3.98772,295,262
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_6.txt,5.04894,297,260
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_7.txt,4.60395,292,258
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_8.txt,2.75361,292,265
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_9.txt,2.87717,298,268
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_10.txt,4.73068,303,262
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_1.txt,3.80732,288,259
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_2.txt,4.93134,274,253
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_3.txt,3.36837,273,255
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_4.txt,4.177,286,251
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_5.txt,4.62828,291,254
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_6.txt,3.17636,274,260
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_7.txt,4.46415,272,252
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_8.txt,4.0761,278,253
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_9.txt,4.89919,275,250
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_10.txt,3.97455,279,259
